anio,mes,dia,hora(utc),altura(mm)
2016,2,15,3,3276 
2016,2,15,4,2979 
2016,2,15,5,2491 
2016,2,15,6,1950 
2016,2,15,7,1516 
2016,2,15,8,1297 
2016,2,15,9,1278 
2016,2,15,10,1425 
2016,2,15,11,1749 
2016,2,15,12,2184 
2016,2,15,13,2583 
2016,2,15,14,2832 
2016,2,15,15,2863 
2016,2,15,16,2649 
2016,2,15,17,2220 
2016,2,15,18,1640 
2016,2,15,19,1063 
2016,2,15,20,681 
2016,2,15,21,533 
2016,2,15,22,547 
2016,2,15,23,766 
2016,2,16,0,1252 
2016,2,16,1,1897 
2016,2,16,2,2516 
2016,2,16,3,2979 
2016,2,16,4,3208 
2016,2,16,5,3184 
2016,2,16,6,2934 
2016,2,16,7,2525 
2016,2,16,8,2090 
2016,2,16,9,1734 
2016,2,16,10,1471 
2016,2,16,11,1340 
2016,2,16,12,1423 
2016,2,16,13,1706 
2016,2,16,14,2078 
2016,2,16,15,2430 
2016,2,16,16,2656 
2016,2,16,17,2669 
2016,2,16,18,2433 
2016,2,16,19,1973 
2016,2,16,20,1424 
2016,2,16,21,956 
2016,2,16,22,610 
2016,2,16,23,397 
2016,2,17,0,452 
2016,2,17,1,862 
2016,2,17,2,1515 
2016,2,17,3,2238 
2016,2,17,4,2892 
2016,2,17,5,3354 
2016,2,17,6,3538 
2016,2,17,7,3407 
2016,2,17,8,2991 
2016,2,17,9,2427 
2016,2,17,10,1856 
2016,2,17,11,1356 
2016,2,17,12,1031 
2016,2,17,13,1000 
2016,2,17,14,1271 
2016,2,17,15,1747 
2016,2,17,16,2288 
2016,2,17,17,2719 
2016,2,17,18,2899 
2016,2,17,19,2759 
2016,2,17,20,2300 
2016,2,17,21,1653 
2016,2,17,22,1005 
2016,2,17,23,459 
2016,2,18,0,112 
2016,2,18,1,128 
2016,2,18,2,568 
2016,2,18,3,1319 
2016,2,18,4,2213 
2016,2,18,5,3066 
2016,2,18,6,3687 
2016,2,18,7,3946 
2016,2,18,8,3777 
2016,2,18,9,3207 
2016,2,18,10,2423 
2016,2,18,11,1640 
2016,2,18,12,992 
2016,2,18,13,608 
2016,2,18,14,610 
2016,2,18,15,1008 
2016,2,18,16,1688 
2016,2,18,17,2435 
2016,2,18,18,3007 
2016,2,18,19,3246 
2016,2,18,20,3072 
2016,2,18,21,2476 
2016,2,18,22,1628 
2016,2,18,23,794 
2016,2,19,0,145 
2016,2,19,1,-200 
2016,2,19,2,-106 
2016,2,19,3,465 
2016,2,19,4,1398 
2016,2,19,5,2488 
2016,2,19,6,3468 
2016,2,19,7,4109 
2016,2,19,8,4282 
2016,2,19,9,3916 
2016,2,19,10,3087 
2016,2,19,11,2075 
2016,2,19,12,1168 
2016,2,19,13,509 
2016,2,19,14,209 
2016,2,19,15,381 
2016,2,19,16,1016 
2016,2,19,17,1929 
2016,2,19,18,2819 
2016,2,19,19,3419 
2016,2,19,20,3584 
2016,2,19,21,3231 
2016,2,19,22,2386 
2016,2,19,23,1325 
2016,2,20,0,401 
2016,2,20,1,-214 
2016,2,20,2,-441 
2016,2,20,3,-169 
2016,2,20,4,626 
2016,2,20,5,1784 
2016,2,20,6,3008 
2016,2,20,7,3977 
2016,2,20,8,4480 
2016,2,20,9,4415 
2016,2,20,10,3740 
2016,2,20,11,2629 
2016,2,20,12,1477 
2016,2,20,13,589 
2016,2,20,14,56 
2016,2,20,15,-36 
2016,2,20,16,413 
2016,2,20,17,1327 
2016,2,20,18,2416 
2016,2,20,19,3328 
2016,2,20,20,3819 
2016,2,20,21,3772 
2016,2,20,22,3126 
2016,2,20,23,2010 
2016,2,21,0,831 
2016,2,21,1,-41 
2016,2,21,2,-508 
2016,2,21,3,-527 
2016,2,21,4,14 
2016,2,21,5,1084 
2016,2,21,6,2415 
2016,2,21,7,3630 
2016,2,21,8,4427 
2016,2,21,9,4657 
2016,2,21,10,4249 
2016,2,21,11,3236 
2016,2,21,12,1929 
2016,2,21,13,793 
2016,2,21,14,64 
2016,2,21,15,-235 
2016,2,21,16,-26 
2016,2,21,17,747 
2016,2,21,18,1889 
2016,2,21,19,3024 
2016,2,21,20,3811 
2016,2,21,21,4066 
2016,2,21,22,3703 
2016,2,21,23,2736 
2016,2,22,0,1442 
2016,2,22,1,301 
2016,2,22,2,-399 
2016,2,22,3,-644 
2016,2,22,4,-378 
2016,2,22,5,483 
2016,2,22,6,1783 
2016,2,22,7,3135 
2016,2,22,8,4171 
2016,2,22,9,4668 
2016,2,22,10,4537 
2016,2,22,11,3757 
2016,2,22,12,2482 
2016,2,22,13,1149 
2016,2,22,14,191 
2016,2,22,15,-278 
2016,2,22,16,-272 
2016,2,22,17,283 
2016,2,22,18,1339 
2016,2,22,19,2572 
2016,2,22,20,3588 
2016,2,22,21,4123 
2016,2,22,22,4052 
2016,2,22,23,3346 
2016,2,23,0,2142 
2016,2,23,1,839 
2016,2,23,2,-121 
2016,2,23,3,-577 
2016,2,23,4,-542 
2016,2,23,5,58 
2016,2,23,6,1204 
2016,2,23,7,2577 
2016,2,23,8,3759 
2016,2,23,9,4479 
2016,2,23,10,4604 
2016,2,23,11,4087 
2016,2,23,12,2998 
2016,2,23,13,1633 
2016,2,23,14,464 
2016,2,23,15,-204 
2016,2,23,16,-361 
2016,2,23,17,-15 
2016,2,23,18,859 
2016,2,23,19,2064 
2016,2,23,20,3203 
2016,2,23,21,3958 
2016,2,23,22,4162 
2016,2,23,23,3747 
2016,2,24,0,2770 
2016,2,24,1,1495 
2016,2,24,2,350 
2016,2,24,3,-338 
2016,2,24,4,-508 
2016,2,24,5,-154 
2016,2,24,6,759 
2016,2,24,7,2041 
2016,2,24,8,3277 
2016,2,24,9,4138 
2016,2,24,10,4475 
2016,2,24,11,4211 
2016,2,24,12,3361 
2016,2,24,13,2121 
2016,2,24,14,870 
2016,2,24,15,-0 
2016,2,24,16,-333 
2016,2,24,17,-160 
2016,2,24,18,507 
2016,2,24,19,1583 
2016,2,24,20,2742 
2016,2,24,21,3624 
2016,2,24,22,4042 
2016,2,24,23,3909 
2016,2,25,0,3213 
2016,2,25,1,2113 
2016,2,25,2,946 
2016,2,25,3,76 
2016,2,25,4,-301 
2016,2,25,5,-163 
2016,2,25,6,497 
2016,2,25,7,1597 
2016,2,25,8,2802 
2016,2,25,9,3728 
2016,2,25,10,4200 
2016,2,25,11,4153 
2016,2,25,12,3549 
2016,2,25,13,2502 
2016,2,25,14,1311 
2016,2,25,15,330 
2016,2,25,16,-188 
2016,2,25,17,-187 
2016,2,25,18,292 
2016,2,25,19,1185 
2016,2,25,20,2276 
2016,2,25,21,3208 
2016,2,25,22,3752 
2016,2,25,23,3842 
2016,2,26,0,3434 
2016,2,26,1,2582 
2016,2,26,2,1530 
2016,2,26,3,606 
2016,2,26,4,60 
2016,2,26,5,-4 
2016,2,26,6,420 
2016,2,26,7,1285 
2016,2,26,8,2374 
2016,2,26,9,3315 
2016,2,26,10,3856 
2016,2,26,11,3955 
2016,2,26,12,3582 
2016,2,26,13,2756 
2016,2,26,14,1697 
2016,2,26,15,721 
2016,2,26,16,75 
2016,2,26,17,-105 
2016,2,26,18,191 
2016,2,26,19,893 
2016,2,26,20,1846 
2016,2,26,21,2764 
2016,2,26,22,3376 
2016,2,26,23,3602 
2016,2,27,0,3439 
2016,2,27,1,2869 
2016,2,27,2,2012 
2016,2,27,3,1147 
2016,2,27,4,529 
2016,2,27,5,299 
2016,2,27,6,506 
2016,2,27,7,1122 
2016,2,27,8,2015 
2016,2,27,9,2904 
2016,2,27,10,3492 
2016,2,27,11,3675 
2016,2,27,12,3476 
2016,2,27,13,2891 
2016,2,27,14,2013 
2016,2,27,15,1108 
2016,2,27,16,422 
2016,2,27,17,95 
2016,2,27,18,198 
2016,2,27,19,704 
2016,2,27,20,1478 
2016,2,27,21,2308 
2016,2,27,22,2949 
2016,2,27,23,3263 
2016,2,28,0,3265 
2016,2,28,1,2962 
2016,2,28,2,2363 
2016,2,28,3,1639 
2016,2,28,4,1038 
2016,2,28,5,716 
2016,2,28,6,738 
2016,2,28,7,1113 
2016,2,28,8,1760 
2016,2,28,9,2500 
2016,2,28,10,3088 
2016,2,28,11,3345 
2016,2,28,12,3264 
2016,2,28,13,2890 
2016,2,28,14,2248 
2016,2,28,15,1479 
2016,2,28,16,815 
2016,2,28,17,408 
2016,2,28,18,333 
2016,2,28,19,625 
2016,2,28,20,1197 
2016,2,28,21,1868 
2016,2,28,22,2463 
2016,2,28,23,2842 
2016,2,29,0,2965 
2016,2,29,1,2868 
2016,2,29,2,2551 
2016,2,29,3,2052 
2016,2,29,4,1546 
2016,2,29,5,1208 
2016,2,29,6,1110 
2016,2,29,7,1269 
2016,2,29,8,1655 
2016,2,29,9,2162 
2016,2,29,10,2642 
2016,2,29,11,2937 
2016,2,29,12,2962 
2016,2,29,13,2751 
2016,2,29,14,2355 
2016,2,29,15,1808 
2016,2,29,16,1240 
2016,2,29,17,814 
2016,2,29,18,614 
2016,2,29,19,693 
2016,2,29,20,1033 
2016,2,29,21,1500 
2016,2,29,22,1953 
2016,2,29,23,2321 
2016,3,1,0,2545 
2016,3,1,1,2608 
2016,3,1,2,2535 
2016,3,1,3,2324 
2016,3,1,4,2014 
2016,3,1,5,1738 
2016,3,1,6,1592 
2016,3,1,7,1593 
2016,3,1,8,1735 
2016,3,1,9,1973 
2016,3,1,10,2234 
2016,3,1,11,2452 
2016,3,1,12,2550 
2016,3,1,13,2484 
2016,3,1,14,2297 
2016,3,1,15,2019 
2016,3,1,16,1660 
2016,3,1,17,1298 
2016,3,1,18,1039 
2016,3,1,19,943 
2016,3,1,20,1037 
2016,3,1,21,1263 
2016,3,1,22,1507 
2016,3,1,23,1743 
2016,3,2,0,1986 
2016,3,2,1,2187 
2016,3,2,2,2312 
2016,3,2,3,2376 
2016,3,2,4,2355 
2016,3,2,5,2253 
2016,3,2,6,2142 
2016,3,2,7,2064 
2016,3,2,8,2014 
2016,3,2,9,1989 
2016,3,2,10,1979 
2016,3,2,11,1991 
2016,3,2,12,2038 
2016,3,2,13,2075 
2016,3,2,14,2069 
2016,3,2,15,2041 
2016,3,2,16,1968 
2016,3,2,17,1801 
2016,3,2,18,1579 
2016,3,2,19,1383 
2016,3,2,20,1259 
2016,3,2,21,1217 
2016,3,2,22,1214 
2016,3,2,23,1234 
2016,3,3,0,1354 
2016,3,3,1,1600 
2016,3,3,2,1893 
2016,3,3,3,2187 
2016,3,3,4,2466 
2016,3,3,5,2651 
2016,3,3,6,2691 
2016,3,3,7,2621 
2016,3,3,8,2459 
2016,3,3,9,2215 
2016,3,3,10,1932 
2016,3,3,11,1677 
2016,3,3,12,1533 
2016,3,3,13,1546 
2016,3,3,14,1673 
2016,3,3,15,1863 
2016,3,3,16,2078 
2016,3,3,17,2210 
2016,3,3,18,2167 
2016,3,3,19,1977 
2016,3,3,20,1711 
2016,3,3,21,1413 
2016,3,3,22,1128 
2016,3,3,23,895 
2016,3,4,0,793 
2016,3,4,1,927 
2016,3,4,2,1292 
2016,3,4,3,1779 
2016,3,4,4,2320 
2016,3,4,5,2824 
2016,3,4,6,3139 
2016,3,4,7,3192 
2016,3,4,8,3011 
2016,3,4,9,2623 
2016,3,4,10,2095 
2016,3,4,11,1562 
2016,3,4,12,1162 
2016,3,4,13,1004 
2016,3,4,14,1131 
2016,3,4,15,1483 
2016,3,4,16,1958 
2016,3,4,17,2418 
2016,3,4,18,2679 
2016,3,4,19,2645 
2016,3,4,20,2355 
2016,3,4,21,1876 
2016,3,4,22,1300 
2016,3,4,23,771 
2016,3,5,0,412 
2016,3,5,1,324 
2016,3,5,2,590 
2016,3,5,3,1171 
2016,3,5,4,1935 
2016,3,5,5,2738 
2016,3,5,6,3385 
2016,3,5,7,3689 
2016,3,5,8,3604 
2016,3,5,9,3169 
2016,3,5,10,2457 
2016,3,5,11,1649 
2016,3,5,12,970 
2016,3,5,13,571 
2016,3,5,14,544 
2016,3,5,15,917 
2016,3,5,16,1592 
2016,3,5,17,2365 
2016,3,5,18,2990 
2016,3,5,19,3257 
2016,3,5,20,3100 
2016,3,5,21,2570 
2016,3,5,22,1771 
2016,3,5,23,914 
2016,3,6,0,247 
2016,3,6,1,-98 
2016,3,6,2,-56 
2016,3,6,3,436 
2016,3,6,4,1323 
2016,3,6,5,2394 
2016,3,6,6,3379 
2016,3,6,7,4018 
2016,3,6,8,4159 
2016,3,6,9,3798 
2016,3,6,10,3007 
2016,3,6,11,1960 
2016,3,6,12,973 
2016,3,6,13,302 
2016,3,6,14,44 
2016,3,6,15,266 
2016,3,6,16,985 
2016,3,6,17,2012 
2016,3,6,18,3012 
2016,3,6,19,3669 
2016,3,6,20,3805 
2016,3,6,21,3397 
2016,3,6,22,2523 
2016,3,6,23,1391 
2016,3,7,0,356 
2016,3,7,1,-303 
2016,3,7,2,-524 
2016,3,7,3,-269 
2016,3,7,4,539 
2016,3,7,5,1777 
2016,3,7,6,3086 
2016,3,7,7,4097 
2016,3,7,8,4571 
2016,3,7,9,4427 
2016,3,7,10,3698 
2016,3,7,11,2523 
2016,3,7,12,1232 
2016,3,7,13,228 
2016,3,7,14,-296 
2016,3,7,15,-315 
2016,3,7,16,242 
2016,3,7,17,1348 
2016,3,7,18,2672 
2016,3,7,19,3760 
2016,3,7,20,4305 
2016,3,7,21,4196 
2016,3,7,22,3449 
2016,3,7,23,2211 
2016,3,8,0,839 
2016,3,8,1,-221 
2016,3,8,2,-759 
2016,3,8,3,-790 
2016,3,8,4,-251 
2016,3,8,5,923 
2016,3,8,6,2456 
2016,3,8,7,3845 
2016,3,8,8,4715 
2016,3,8,9,4913 
2016,3,8,10,4414 
2016,3,8,11,3293 
2016,3,8,12,1814 
2016,3,8,13,447 
2016,3,8,14,-421 
2016,3,8,15,-716 
2016,3,8,16,-441 
2016,3,8,17,491 
2016,3,8,18,1945 
2016,3,8,19,3424 
2016,3,8,20,4439 
2016,3,8,21,4762 
2016,3,8,22,4344 
2016,3,8,23,3246 
2016,3,9,0,1731 
2016,3,9,1,282 
2016,3,9,2,-672 
2016,3,9,3,-1035 
2016,3,9,4,-837 
2016,3,9,5,28 
2016,3,9,6,1525 
2016,3,9,7,3192 
2016,3,9,8,4473 
2016,3,9,9,5087 
2016,3,9,10,4962 
2016,3,9,11,4101 
2016,3,9,12,2660 
2016,3,9,13,1048 
2016,3,9,14,-217 
2016,3,9,15,-860 
2016,3,9,16,-899 
2016,3,9,17,-308 
2016,3,9,18,969 
2016,3,9,19,2632 
2016,3,9,20,4083 
2016,3,9,21,4901 
2016,3,9,22,4953 
2016,3,9,23,4235 
2016,3,10,0,2872 
2016,3,10,1,1245 
2016,3,10,2,-122 
2016,3,10,3,-899 
2016,3,10,4,-1068 
2016,3,10,5,-622 
2016,3,10,6,534 
2016,3,10,7,2195 
2016,3,10,8,3782 
2016,3,10,9,4815 
2016,3,10,10,5132 
2016,3,10,11,4694 
2016,3,10,12,3543 
2016,3,10,13,1948 
2016,3,10,14,404 
2016,3,10,15,-640 
2016,3,10,16,-1037 
2016,3,10,17,-824 
2016,3,10,18,53 
2016,3,10,19,1550 
2016,3,10,20,3220 
2016,3,10,21,4486 
2016,3,10,22,5054 
2016,3,10,23,4862 
2016,3,11,0,3930 
2016,3,11,1,2462 
2016,3,11,2,906 
2016,3,11,3,-270 
2016,3,11,4,-846 
2016,3,11,5,-822 
2016,3,11,6,-159 
2016,3,11,7,1145 
2016,3,11,8,2741 
2016,3,11,9,4071 
2016,3,11,10,4802 
2016,3,11,11,4842 
2016,3,11,12,4162 
2016,3,11,13,2874 
2016,3,11,14,1336 
2016,3,11,15,11 
2016,3,11,16,-774 
2016,3,11,17,-944 
2016,3,11,18,-515 
2016,3,11,19,542 
2016,3,11,20,2057 
2016,3,11,21,3542 
2016,3,11,22,4545 
2016,3,11,23,4892 
2016,3,12,0,4541 
2016,3,12,1,3537 
2016,3,12,2,2152 
2016,3,12,3,812 
2016,3,12,4,-121 
2016,3,12,5,-501 
2016,3,12,6,-316 
2016,3,12,7,449 
2016,3,12,8,1689 
2016,3,12,9,3018 
2016,3,12,10,4008 
2016,3,12,11,4454 
2016,3,12,12,4284 
2016,3,12,13,3494 
2016,3,12,14,2267 
2016,3,12,15,957 
2016,3,12,16,-85 
2016,3,12,17,-628 
2016,3,12,18,-613 
2016,3,12,19,-56 
2016,3,12,20,1001 
2016,3,12,21,2327 
2016,3,12,22,3519 
2016,3,12,23,4276 
2016,3,13,0,4482 
2016,3,13,1,4089 
2016,3,13,2,3180 
2016,3,13,3,2033 
2016,3,13,4,989 
2016,3,13,5,301 
2016,3,13,6,83 
2016,3,13,7,340 
2016,3,13,8,1033 
2016,3,13,9,2011 
2016,3,13,10,2970 
2016,3,13,11,3632 
2016,3,13,12,3863 
2016,3,13,13,3596 
2016,3,13,14,2867 
2016,3,13,15,1870 
2016,3,13,16,865 
2016,3,13,17,95 
2016,3,13,18,-251 
2016,3,13,19,-127 
2016,3,13,20,408 
2016,3,13,21,1271 
2016,3,13,22,2288 
2016,3,13,23,3189 
2016,3,14,0,3777 
2016,3,14,1,3939 
2016,3,14,2,3632 
2016,3,14,3,2958 
2016,3,14,4,2140 
2016,3,14,5,1397 
2016,3,14,6,912 
2016,3,14,7,777 
2016,3,14,8,969 
2016,3,14,9,1422 
2016,3,14,10,2038 
2016,3,14,11,2639 
2016,3,14,12,3054 
2016,3,14,13,3179 
2016,3,14,14,2959 
2016,3,14,15,2439 
2016,3,14,16,1752 
2016,3,14,17,1041 
2016,3,14,18,488 
2016,3,14,19,264 
2016,3,14,20,370 
2016,3,14,21,717 
2016,3,14,22,1276 
2016,3,14,23,1985 
2016,3,15,0,2677 
2016,3,15,1,3189 
2016,3,15,2,3406 
2016,3,15,3,3295 
2016,3,15,4,2934 
2016,3,15,5,2442 
2016,3,15,6,1938 
2016,3,15,7,1565 
2016,3,15,8,1394 
2016,3,15,9,1387 
2016,3,15,10,1520 
2016,3,15,11,1793 
2016,3,15,12,2131 
2016,3,15,13,2424 
2016,3,15,14,2578 
2016,3,15,15,2533 
2016,3,15,16,2294 
2016,3,15,17,1898 
2016,3,15,18,1410 
2016,3,15,19,990 
2016,3,15,20,769 
2016,3,15,21,713 
2016,3,15,22,780 
2016,3,15,23,1053 
2016,3,16,0,1549 
2016,3,16,1,2137 
2016,3,16,2,2667 
2016,3,16,3,3028 
2016,3,16,4,3173 
2016,3,16,5,3110 
2016,3,16,6,2857 
2016,3,16,7,2474 
2016,3,16,8,2085 
2016,3,16,9,1756 
2016,3,16,10,1483 
2016,3,16,11,1327 
2016,3,16,12,1369 
2016,3,16,13,1591 
2016,3,16,14,1907 
2016,3,16,15,2212 
2016,3,16,16,2406 
2016,3,16,17,2425 
2016,3,16,18,2234 
2016,3,16,19,1863 
2016,3,16,20,1449 
2016,3,16,21,1096 
2016,3,16,22,796 
2016,3,16,23,616 
2016,3,17,0,716 
2016,3,17,1,1125 
2016,3,17,2,1716 
2016,3,17,3,2354 
2016,3,17,4,2913 
2016,3,17,5,3292 
2016,3,17,6,3425 
2016,3,17,7,3265 
2016,3,17,8,2849 
2016,3,17,9,2315 
2016,3,17,10,1763 
2016,3,17,11,1260 
2016,3,17,12,936 
2016,3,17,13,906 
2016,3,17,14,1171 
2016,3,17,15,1641 
2016,3,17,16,2165 
2016,3,17,17,2576 
2016,3,17,18,2760 
2016,3,17,19,2649 
2016,3,17,20,2252 
2016,3,17,21,1703 
2016,3,17,22,1134 
2016,3,17,23,625 
2016,3,18,0,326 
2016,3,18,1,396 
2016,3,18,2,838 
2016,3,18,3,1537 
2016,3,18,4,2348 
2016,3,18,5,3088 
2016,3,18,6,3597 
2016,3,18,7,3768 
2016,3,18,8,3530 
2016,3,18,9,2936 
2016,3,18,10,2181 
2016,3,18,11,1435 
2016,3,18,12,821 
2016,3,18,13,488 
2016,3,18,14,551 
2016,3,18,15,1000 
2016,3,18,16,1703 
2016,3,18,17,2430 
2016,3,18,18,2965 
2016,3,18,19,3182 
2016,3,18,20,2998 
2016,3,18,21,2426 
2016,3,18,22,1649 
2016,3,18,23,890 
2016,3,19,0,300 
2016,3,19,1,31 
2016,3,19,2,198 
2016,3,19,3,786 
2016,3,19,4,1675 
2016,3,19,5,2657 
2016,3,19,6,3479 
2016,3,19,7,3964 
2016,3,19,8,4003 
2016,3,19,9,3532 
2016,3,19,10,2673 
2016,3,19,11,1717 
2016,3,19,12,893 
2016,3,19,13,324 
2016,3,19,14,138 
2016,3,19,15,431 
2016,3,19,16,1153 
2016,3,19,17,2083 
2016,3,19,18,2921 
2016,3,19,19,3448 
2016,3,19,20,3548 
2016,3,19,21,3139 
2016,3,19,22,2290 
2016,3,19,23,1304 
2016,3,20,0,478 
2016,3,20,1,-46 
2016,3,20,2,-165 
2016,3,20,3,204 
2016,3,20,4,1028 
2016,3,20,5,2122 
2016,3,20,6,3184 
2016,3,20,7,3938 
2016,3,20,8,4241 
2016,3,20,9,4004 
2016,3,20,10,3207 
2016,3,20,11,2097 
2016,3,20,12,1060 
2016,3,20,13,314 
2016,3,20,14,-71 
2016,3,20,15,12 
2016,3,20,16,624 
2016,3,20,17,1623 
2016,3,20,18,2688 
2016,3,20,19,3499 
2016,3,20,20,3876 
2016,3,20,21,3717 
2016,3,20,22,2979 
2016,3,20,23,1866 
2016,3,21,0,795 
2016,3,21,1,50 
2016,3,21,2,-298 
2016,3,21,3,-176 
2016,3,21,4,480 
2016,3,21,5,1562 
2016,3,21,6,2770 
2016,3,21,7,3756 
2016,3,21,8,4293 
2016,3,21,9,4292 
2016,3,21,10,3689 
2016,3,21,11,2575 
2016,3,21,12,1340 
2016,3,21,13,393 
2016,3,21,14,-142 
2016,3,21,15,-241 
2016,3,21,16,190 
2016,3,21,17,1132 
2016,3,21,18,2316 
2016,3,21,19,3366 
2016,3,21,20,4006 
2016,3,21,21,4105 
2016,3,21,22,3592 
2016,3,21,23,2530 
2016,3,22,0,1279 
2016,3,22,1,286 
2016,3,22,2,-266 
2016,3,22,3,-365 
2016,3,22,4,69 
2016,3,22,5,1038 
2016,3,22,6,2289 
2016,3,22,7,3442 
2016,3,22,8,4194 
2016,3,22,9,4406 
2016,3,22,10,4026 
2016,3,22,11,3059 
2016,3,22,12,1751 
2016,3,22,13,584 
2016,3,22,14,-125 
2016,3,22,15,-363 
2016,3,22,16,-116 
2016,3,22,17,681 
2016,3,22,18,1869 
2016,3,22,19,3074 
2016,3,22,20,3948 
2016,3,22,21,4298 
2016,3,22,22,4038 
2016,3,22,23,3169 
2016,3,23,0,1906 
2016,3,23,1,700 
2016,3,23,2,-87 
2016,3,23,3,-383 
2016,3,23,4,-174 
2016,3,23,5,602 
2016,3,23,6,1802 
2016,3,23,7,3041 
2016,3,23,8,3960 
2016,3,23,9,4371 
2016,3,23,10,4200 
2016,3,23,11,3437 
2016,3,23,12,2213 
2016,3,23,13,915 
2016,3,23,14,-8 
2016,3,23,15,-396 
2016,3,23,16,-299 
2016,3,23,17,316 
2016,3,23,18,1411 
2016,3,23,19,2676 
2016,3,23,20,3717 
2016,3,23,21,4292 
2016,3,23,22,4286 
2016,3,23,23,3664 
2016,3,24,0,2544 
2016,3,24,1,1267 
2016,3,24,2,263 
2016,3,24,3,-245 
2016,3,24,4,-245 
2016,3,24,5,302 
2016,3,24,6,1361 
2016,3,24,7,2611 
2016,3,24,8,3636 
2016,3,24,9,4205 
2016,3,24,10,4229 
2016,3,24,11,3673 
2016,3,24,12,2613 
2016,3,24,13,1327 
2016,3,24,14,241 
2016,3,24,15,-340 
2016,3,24,16,-387 
2016,3,24,17,55 
2016,3,24,18,990 
2016,3,24,19,2229 
2016,3,24,20,3368 
2016,3,24,21,4106 
2016,3,24,22,4326 
2016,3,24,23,3968 
2016,3,25,0,3070 
2016,3,25,1,1872 
2016,3,25,2,758 
2016,3,25,3,47 
2016,3,25,4,-156 
2016,3,25,5,162 
2016,3,25,6,1007 
2016,3,25,7,2187 
2016,3,25,8,3274 
2016,3,25,9,3951 
2016,3,25,10,4133 
2016,3,25,11,3783 
2016,3,25,12,2914 
2016,3,25,13,1729 
2016,3,25,14,589 
2016,3,25,15,-166 
2016,3,25,16,-389 
2016,3,25,17,-109 
2016,3,25,18,641 
2016,3,25,19,1768 
2016,3,25,20,2943 
2016,3,25,21,3795 
2016,3,25,22,4179 
2016,3,25,23,4066 
2016,3,26,0,3432 
2016,3,26,1,2406 
2016,3,26,2,1309 
2016,3,26,3,471 
2016,3,26,4,78 
2016,3,26,5,178 
2016,3,26,6,779 
2016,3,26,7,1789 
2016,3,26,8,2878 
2016,3,26,9,3648 
2016,3,26,10,3943 
2016,3,26,11,3770 
2016,3,26,12,3118 
2016,3,26,13,2087 
2016,3,26,14,978 
2016,3,26,15,122 
2016,3,26,16,-280 
2016,3,26,17,-180 
2016,3,26,18,382 
2016,3,26,19,1333 
2016,3,26,20,2458 
2016,3,26,21,3392 
2016,3,26,22,3900 
2016,3,26,23,3971 
2016,3,27,0,3606 
2016,3,27,1,2823 
2016,3,27,2,1836 
2016,3,27,3,968 
2016,3,27,4,439 
2016,3,27,5,342 
2016,3,27,6,698 
2016,3,27,7,1466 
2016,3,27,8,2446 
2016,3,27,9,3275 
2016,3,27,10,3681 
2016,3,27,11,3644 
2016,3,27,12,3205 
2016,3,27,13,2387 
2016,3,27,14,1380 
2016,3,27,15,496 
2016,3,27,16,-39 
2016,3,27,17,-131 
2016,3,27,18,228 
2016,3,27,19,972 
2016,3,27,20,1949 
2016,3,27,21,2889 
2016,3,27,22,3510 
2016,3,27,23,3724 
2016,3,28,0,3582 
2016,3,28,1,3083 
2016,3,28,2,2300 
2016,3,28,3,1488 
2016,3,28,4,900 
2016,3,28,5,650 
2016,3,28,6,781 
2016,3,28,7,1281 
2016,3,28,8,2040 
2016,3,28,9,2817 
2016,3,28,10,3318 
2016,3,28,11,3413 
2016,3,28,12,3150 
2016,3,28,13,2578 
2016,3,28,14,1766 
2016,3,28,15,936 
2016,3,28,16,330 
2016,3,28,17,72 
2016,3,28,18,213 
2016,3,28,19,730 
2016,3,28,20,1494 
2016,3,28,21,2318 
2016,3,28,22,2987 
2016,3,28,23,3339 
2016,3,29,0,3374 
2016,3,29,1,3138 
2016,3,29,2,2641 
2016,3,29,3,1993 
2016,3,29,4,1424 
2016,3,29,5,1089 
2016,3,29,6,1037 
2016,3,29,7,1279 
2016,3,29,8,1762 
2016,3,29,9,2347 
2016,3,29,10,2836 
2016,3,29,11,3052 
2016,3,29,12,2951 
2016,3,29,13,2604 
2016,3,29,14,2057 
2016,3,29,15,1398 
2016,3,29,16,808 
2016,3,29,17,444 
2016,3,29,18,382 
2016,3,29,19,651 
2016,3,29,20,1171 
2016,3,29,21,1784 
2016,3,29,22,2361 
2016,3,29,23,2793 
2016,3,30,0,2994 
2016,3,30,1,2977 
2016,3,30,2,2773 
2016,3,30,3,2399 
2016,3,30,4,1963 
2016,3,30,5,1623 
2016,3,30,6,1456 
2016,3,30,7,1479 
2016,3,30,8,1684 
2016,3,30,9,1997 
2016,3,30,10,2321 
2016,3,30,11,2553 
2016,3,30,12,2599 
2016,3,30,13,2452 
2016,3,30,14,2171 
2016,3,30,15,1785 
2016,3,30,16,1344 
2016,3,30,17,968 
2016,3,30,18,761 
2016,3,30,19,785 
2016,3,30,20,1034 
2016,3,30,21,1395 
2016,3,30,22,1763 
2016,3,30,23,2122 
2016,3,31,0,2431 
2016,3,31,1,2611 
2016,3,31,2,2661 
2016,3,31,3,2600 
2016,3,31,4,2424 
2016,3,31,5,2192 
2016,3,31,6,1992 
2016,3,31,7,1864 
2016,3,31,8,1819 
2016,3,31,9,1849 
2016,3,31,10,1916 
2016,3,31,11,2005 
2016,3,31,12,2094 
2016,3,31,13,2123 
