anio,mes,dia,hora(utc),altura(mm)
2016,3,31,14,2083 
2016,3,31,15,1994 
2016,3,31,16,1829 
2016,3,31,17,1582 
2016,3,31,18,1332 
2016,3,31,19,1167 
2016,3,31,20,1135 
2016,3,31,21,1212 
2016,3,31,22,1323 
2016,3,31,23,1474 
2016,4,1,0,1731 
2016,4,1,1,2045 
2016,4,1,2,2320 
2016,4,1,3,2541 
2016,4,1,4,2688 
2016,4,1,5,2698 
2016,4,1,6,2580 
2016,4,1,7,2387 
2016,4,1,8,2153 
2016,4,1,9,1913 
2016,4,1,10,1701 
2016,4,1,11,1549 
2016,4,1,12,1520 
2016,4,1,13,1621 
2016,4,1,14,1789 
2016,4,1,15,1979 
2016,4,1,16,2140 
2016,4,1,17,2168 
2016,4,1,18,2025 
2016,4,1,19,1781 
2016,4,1,20,1516 
2016,4,1,21,1283 
2016,4,1,22,1102 
2016,4,1,23,991 
2016,4,2,0,1045 
2016,4,2,1,1331 
2016,4,2,2,1766 
2016,4,2,3,2240 
2016,4,2,4,2698 
2016,4,2,5,3036 
2016,4,2,6,3134 
2016,4,2,7,2989 
2016,4,2,8,2651 
2016,4,2,9,2180 
2016,4,2,10,1678 
2016,4,2,11,1256 
2016,4,2,12,1006 
2016,4,2,13,1015 
2016,4,2,14,1285 
2016,4,2,15,1723 
2016,4,2,16,2211 
2016,4,2,17,2595 
2016,4,2,18,2721 
2016,4,2,19,2557 
2016,4,2,20,2175 
2016,4,2,21,1664 
2016,4,2,22,1143 
2016,4,2,23,730 
2016,4,3,0,519 
2016,4,3,1,612 
2016,4,3,2,1044 
2016,4,3,3,1705 
2016,4,3,4,2451 
2016,4,3,5,3132 
2016,4,3,6,3555 
2016,4,3,7,3596 
2016,4,3,8,3273 
2016,4,3,9,2654 
2016,4,3,10,1872 
2016,4,3,11,1140 
2016,4,3,12,629 
2016,4,3,13,436 
2016,4,3,14,633 
2016,4,3,15,1204 
2016,4,3,16,1988 
2016,4,3,17,2754 
2016,4,3,18,3263 
2016,4,3,19,3359 
2016,4,3,20,3035 
2016,4,3,21,2372 
2016,4,3,22,1524 
2016,4,3,23,738 
2016,4,4,0,215 
2016,4,4,1,40 
2016,4,4,2,283 
2016,4,4,3,960 
2016,4,4,4,1930 
2016,4,4,5,2948 
2016,4,4,6,3748 
2016,4,4,7,4105 
2016,4,4,8,3946 
2016,4,4,9,3316 
2016,4,4,10,2335 
2016,4,4,11,1265 
2016,4,4,12,426 
2016,4,4,13,-20 
2016,4,4,14,-24 
2016,4,4,15,478 
2016,4,4,16,1429 
2016,4,4,17,2556 
2016,4,4,18,3505 
2016,4,4,19,4003 
2016,4,4,20,3936 
2016,4,4,21,3323 
2016,4,4,22,2289 
2016,4,4,23,1122 
2016,4,5,0,194 
2016,4,5,1,-302 
2016,4,5,2,-342 
2016,4,5,3,136 
2016,4,5,4,1138 
2016,4,5,5,2429 
2016,4,5,6,3621 
2016,4,5,7,4382 
2016,4,5,8,4539 
2016,4,5,9,4073 
2016,4,5,10,3062 
2016,4,5,11,1730 
2016,4,5,12,497 
2016,4,5,13,-287 
2016,4,5,14,-549 
2016,4,5,15,-276 
2016,4,5,16,600 
2016,4,5,17,1939 
2016,4,5,18,3316 
2016,4,5,19,4301 
2016,4,5,20,4658 
2016,4,5,21,4321 
2016,4,5,22,3343 
2016,4,5,23,1951 
2016,4,6,0,590 
2016,4,6,1,-332 
2016,4,6,2,-708 
2016,4,6,3,-554 
2016,4,6,4,222 
2016,4,6,5,1569 
2016,4,6,6,3087 
2016,4,6,7,4285 
2016,4,6,8,4867 
2016,4,6,9,4739 
2016,4,6,10,3914 
2016,4,6,11,2533 
2016,4,6,12,975 
2016,4,6,13,-240 
2016,4,6,14,-843 
2016,4,6,15,-862 
2016,4,6,16,-270 
2016,4,6,17,989 
2016,4,6,18,2628 
2016,4,6,19,4095 
2016,4,6,20,4970 
2016,4,6,21,5091 
2016,4,6,22,4432 
2016,4,6,23,3108 
2016,4,7,0,1484 
2016,4,7,1,98 
2016,4,7,2,-707 
2016,4,7,3,-923 
2016,4,7,4,-538 
2016,4,7,5,552 
2016,4,7,6,2152 
2016,4,7,7,3715 
2016,4,7,8,4757 
2016,4,7,9,5081 
2016,4,7,10,4640 
2016,4,7,11,3477 
2016,4,7,12,1845 
2016,4,7,13,261 
2016,4,7,14,-779 
2016,4,7,15,-1149 
2016,4,7,16,-917 
2016,4,7,17,-8 
2016,4,7,18,1558 
2016,4,7,19,3327 
2016,4,7,20,4706 
2016,4,7,21,5369 
2016,4,7,22,5222 
2016,4,7,23,4272 
2016,4,8,0,2723 
2016,4,8,1,1055 
2016,4,8,2,-211 
2016,4,8,3,-852 
2016,4,8,4,-892 
2016,4,8,5,-269 
2016,4,8,6,1056 
2016,4,8,7,2720 
2016,4,8,8,4132 
2016,4,8,9,4920 
2016,4,8,10,4969 
2016,4,8,11,4245 
2016,4,8,12,2855 
2016,4,8,13,1175 
2016,4,8,14,-243 
2016,4,8,15,-1034 
2016,4,8,16,-1180 
2016,4,8,17,-715 
2016,4,8,18,451 
2016,4,8,19,2156 
2016,4,8,20,3845 
2016,4,8,21,5006 
2016,4,8,22,5428 
2016,4,8,23,5050 
2016,4,9,0,3919 
2016,4,9,1,2333 
2016,4,9,2,799 
2016,4,9,3,-263 
2016,4,9,4,-727 
2016,4,9,5,-595 
2016,4,9,6,208 
2016,4,9,7,1593 
2016,4,9,8,3103 
2016,4,9,9,4232 
2016,4,9,10,4743 
2016,4,9,11,4550 
2016,4,9,12,3639 
2016,4,9,13,2208 
2016,4,9,14,691 
2016,4,9,15,-452 
2016,4,9,16,-996 
2016,4,9,17,-951 
2016,4,9,18,-302 
2016,4,9,19,978 
2016,4,9,20,2605 
2016,4,9,21,4048 
2016,4,9,22,4944 
2016,4,9,23,5163 
2016,4,10,0,4647 
2016,4,10,1,3498 
2016,4,10,2,2064 
2016,4,10,3,783 
2016,4,10,4,-48 
2016,4,10,5,-343 
2016,4,10,6,-78 
2016,4,10,7,766 
2016,4,10,8,2001 
2016,4,10,9,3198 
2016,4,10,10,4008 
2016,4,10,11,4275 
2016,4,10,12,3920 
2016,4,10,13,2979 
2016,4,10,14,1709 
2016,4,10,15,487 
2016,4,10,16,-366 
2016,4,10,17,-702 
2016,4,10,18,-513 
2016,4,10,19,211 
2016,4,10,20,1410 
2016,4,10,21,2774 
2016,4,10,22,3904 
2016,4,10,23,4571 
2016,4,11,0,4662 
2016,4,11,1,4134 
2016,4,11,2,3135 
2016,4,11,3,1986 
2016,4,11,4,1001 
2016,4,11,5,388 
2016,4,11,6,227 
2016,4,11,7,526 
2016,4,11,8,1240 
2016,4,11,9,2166 
2016,4,11,10,3001 
2016,4,11,11,3529 
2016,4,11,12,3631 
2016,4,11,13,3239 
2016,4,11,14,2440 
2016,4,11,15,1465 
2016,4,11,16,565 
2016,4,11,17,-39 
2016,4,11,18,-218 
2016,4,11,19,31 
2016,4,11,20,673 
2016,4,11,21,1618 
2016,4,11,22,2642 
2016,4,11,23,3492 
2016,4,12,0,4005 
2016,4,12,1,4062 
2016,4,12,2,3648 
2016,4,12,3,2920 
2016,4,12,4,2102 
2016,4,12,5,1391 
2016,4,12,6,948 
2016,4,12,7,843 
2016,4,12,8,1045 
2016,4,12,9,1491 
2016,4,12,10,2059 
2016,4,12,11,2582 
2016,4,12,12,2921 
2016,4,12,13,2970 
2016,4,12,14,2683 
2016,4,12,15,2146 
2016,4,12,16,1494 
2016,4,12,17,868 
2016,4,12,18,449 
2016,4,12,19,349 
2016,4,12,20,532 
2016,4,12,21,947 
2016,4,12,22,1571 
2016,4,12,23,2295 
2016,4,13,0,2953 
2016,4,13,1,3397 
2016,4,13,2,3514 
2016,4,13,3,3308 
2016,4,13,4,2889 
2016,4,13,5,2363 
2016,4,13,6,1849 
2016,4,13,7,1491 
2016,4,13,8,1331 
2016,4,13,9,1327 
2016,4,13,10,1468 
2016,4,13,11,1737 
2016,4,13,12,2061 
2016,4,13,13,2336 
2016,4,13,14,2457 
2016,4,13,15,2379 
2016,4,13,16,2129 
2016,4,13,17,1744 
2016,4,13,18,1308 
2016,4,13,19,986 
2016,4,13,20,850 
2016,4,13,21,845 
2016,4,13,22,985 
2016,4,13,23,1341 
2016,4,14,0,1872 
2016,4,14,1,2438 
2016,4,14,2,2897 
2016,4,14,3,3149 
2016,4,14,4,3183 
2016,4,14,5,3022 
2016,4,14,6,2682 
2016,4,14,7,2252 
2016,4,14,8,1865 
2016,4,14,9,1553 
2016,4,14,10,1310 
2016,4,14,11,1209 
2016,4,14,12,1311 
2016,4,14,13,1581 
2016,4,14,14,1922 
2016,4,14,15,2212 
2016,4,14,16,2367 
2016,4,14,17,2346 
2016,4,14,18,2127 
2016,4,14,19,1775 
2016,4,14,20,1430 
2016,4,14,21,1141 
2016,4,14,22,906 
2016,4,14,23,836 
2016,4,15,0,1049 
2016,4,15,1,1506 
2016,4,15,2,2077 
2016,4,15,3,2628 
2016,4,15,4,3046 
2016,4,15,5,3268 
2016,4,15,6,3247 
2016,4,15,7,2952 
2016,4,15,8,2475 
2016,4,15,9,1957 
2016,4,15,10,1456 
2016,4,15,11,1034 
2016,4,15,12,827 
2016,4,15,13,920 
2016,4,15,14,1278 
2016,4,15,15,1785 
2016,4,15,16,2273 
2016,4,15,17,2608 
2016,4,15,18,2710 
2016,4,15,19,2535 
2016,4,15,20,2134 
2016,4,15,21,1643 
2016,4,15,22,1153 
2016,4,15,23,753 
2016,4,16,0,606 
2016,4,16,1,808 
2016,4,16,2,1300 
2016,4,16,3,1964 
2016,4,16,4,2649 
2016,4,16,5,3192 
2016,4,16,6,3488 
2016,4,16,7,3458 
2016,4,16,8,3064 
2016,4,16,9,2428 
2016,4,16,10,1733 
2016,4,16,11,1095 
2016,4,16,12,624 
2016,4,16,13,466 
2016,4,16,14,694 
2016,4,16,15,1249 
2016,4,16,16,1959 
2016,4,16,17,2599 
2016,4,16,18,3013 
2016,4,16,19,3113 
2016,4,16,20,2840 
2016,4,16,21,2260 
2016,4,16,22,1564 
2016,4,16,23,927 
2016,4,17,0,493 
2016,4,17,1,400 
2016,4,17,2,699 
2016,4,17,3,1323 
2016,4,17,4,2138 
2016,4,17,5,2929 
2016,4,17,6,3493 
2016,4,17,7,3725 
2016,4,17,8,3542 
2016,4,17,9,2932 
2016,4,17,10,2086 
2016,4,17,11,1261 
2016,4,17,12,607 
2016,4,17,13,232 
2016,4,17,14,261 
2016,4,17,15,731 
2016,4,17,16,1527 
2016,4,17,17,2402 
2016,4,17,18,3097 
2016,4,17,19,3468 
2016,4,17,20,3426 
2016,4,17,21,2923 
2016,4,17,22,2097 
2016,4,17,23,1242 
2016,4,18,0,583 
2016,4,18,1,240 
2016,4,18,2,301 
2016,4,18,3,787 
2016,4,18,4,1607 
2016,4,18,5,2555 
2016,4,18,6,3352 
2016,4,18,7,3809 
2016,4,18,8,3848 
2016,4,18,9,3400 
2016,4,18,10,2520 
2016,4,18,11,1511 
2016,4,18,12,681 
2016,4,18,13,150 
2016,4,18,14,-7 
2016,4,18,15,306 
2016,4,18,16,1067 
2016,4,18,17,2071 
2016,4,18,18,3010 
2016,4,18,19,3638 
2016,4,18,20,3838 
2016,4,18,21,3530 
2016,4,18,22,2725 
2016,4,18,23,1695 
2016,4,19,0,806 
2016,4,19,1,250 
2016,4,19,2,87 
2016,4,19,3,379 
2016,4,19,4,1114 
2016,4,19,5,2118 
2016,4,19,6,3095 
2016,4,19,7,3766 
2016,4,19,8,3999 
2016,4,19,9,3748 
2016,4,19,10,2979 
2016,4,19,11,1873 
2016,4,19,12,839 
2016,4,19,13,151 
2016,4,19,14,-146 
2016,4,19,15,-3 
2016,4,19,16,642 
2016,4,19,17,1668 
2016,4,19,18,2775 
2016,4,19,19,3644 
2016,4,19,20,4082 
2016,4,19,21,3998 
2016,4,19,22,3352 
2016,4,19,23,2283 
2016,4,20,0,1182 
2016,4,20,1,397 
2016,4,20,2,29 
2016,4,20,3,110 
2016,4,20,4,691 
2016,4,20,5,1667 
2016,4,20,6,2748 
2016,4,20,7,3606 
2016,4,20,8,4031 
2016,4,20,9,3959 
2016,4,20,10,3362 
2016,4,20,11,2305 
2016,4,20,12,1118 
2016,4,20,13,227 
2016,4,20,14,-208 
2016,4,20,15,-207 
2016,4,20,16,281 
2016,4,20,17,1243 
2016,4,20,18,2430 
2016,4,20,19,3489 
2016,4,20,20,4158 
2016,4,20,21,4304 
2016,4,20,22,3871 
2016,4,20,23,2913 
2016,4,21,0,1714 
2016,4,21,1,701 
2016,4,21,2,116 
2016,4,21,3,-11 
2016,4,21,4,368 
2016,4,21,5,1240 
2016,4,21,6,2355 
2016,4,21,7,3346 
2016,4,21,8,3952 
2016,4,21,9,4058 
2016,4,21,10,3633 
2016,4,21,11,2710 
2016,4,21,12,1497 
2016,4,21,13,417 
2016,4,21,14,-202 
2016,4,21,15,-333 
2016,4,21,16,-4 
2016,4,21,17,826 
2016,4,21,18,2014 
2016,4,21,19,3198 
2016,4,21,20,4060 
2016,4,21,21,4433 
2016,4,21,22,4232 
2016,4,21,23,3466 
2016,4,22,0,2317 
2016,4,22,1,1161 
2016,4,22,2,353 
2016,4,22,3,18 
2016,4,22,4,176 
2016,4,22,5,867 
2016,4,22,6,1945 
2016,4,22,7,3025 
2016,4,22,8,3774 
2016,4,22,9,4052 
2016,4,22,10,3806 
2016,4,22,11,3041 
2016,4,22,12,1901 
2016,4,22,13,725 
2016,4,22,14,-95 
2016,4,22,15,-390 
2016,4,22,16,-210 
2016,4,22,17,448 
2016,4,22,18,1552 
2016,4,22,19,2804 
2016,4,22,20,3813 
2016,4,22,21,4376 
2016,4,22,22,4412 
2016,4,22,23,3879 
2016,4,23,0,2879 
2016,4,23,1,1708 
2016,4,23,2,736 
2016,4,23,3,192 
2016,4,23,4,133 
2016,4,23,5,591 
2016,4,23,6,1532 
2016,4,23,7,2648 
2016,4,23,8,3522 
2016,4,23,9,3946 
2016,4,23,10,3880 
2016,4,23,11,3300 
2016,4,23,12,2284 
2016,4,23,13,1108 
2016,4,23,14,142 
2016,4,23,15,-350 
2016,4,23,16,-334 
2016,4,23,17,143 
2016,4,23,18,1082 
2016,4,23,19,2316 
2016,4,23,20,3443 
2016,4,23,21,4161 
2016,4,23,22,4399 
2016,4,23,23,4122 
2016,4,24,0,3339 
2016,4,24,1,2258 
2016,4,24,2,1219 
2016,4,24,3,506 
2016,4,24,4,239 
2016,4,24,5,455 
2016,4,24,6,1165 
2016,4,24,7,2208 
2016,4,24,8,3181 
2016,4,24,9,3747 
2016,4,24,10,3839 
2016,4,24,11,3464 
2016,4,24,12,2632 
2016,4,24,13,1529 
2016,4,24,14,496 
2016,4,24,15,-171 
2016,4,24,16,-350 
2016,4,24,17,-59 
2016,4,24,18,671 
2016,4,24,19,1769 
2016,4,24,20,2944 
2016,4,24,21,3810 
2016,4,24,22,4212 
2016,4,24,23,4167 
2016,4,25,0,3656 
2016,4,25,1,2757 
2016,4,25,2,1749 
2016,4,25,3,938 
2016,4,25,4,494 
2016,4,25,5,482 
2016,4,25,6,923 
2016,4,25,7,1760 
2016,4,25,8,2724 
2016,4,25,9,3428 
2016,4,25,10,3676 
2016,4,25,11,3490 
2016,4,25,12,2892 
2016,4,25,13,1956 
2016,4,25,14,942 
2016,4,25,15,159 
2016,4,25,16,-214 
2016,4,25,17,-131 
2016,4,25,18,380 
2016,4,25,19,1258 
2016,4,25,20,2341 
2016,4,25,21,3303 
2016,4,25,22,3871 
2016,4,25,23,4017 
2016,4,26,0,3777 
2016,4,26,1,3149 
2016,4,26,2,2278 
2016,4,26,3,1454 
2016,4,26,4,892 
2016,4,26,5,682 
2016,4,26,6,863 
2016,4,26,7,1419 
2016,4,26,8,2215 
2016,4,26,9,2961 
2016,4,26,10,3367 
2016,4,26,11,3360 
2016,4,26,12,2995 
2016,4,26,13,2311 
2016,4,26,14,1434 
2016,4,26,15,626 
2016,4,26,16,105 
2016,4,26,17,-29 
2016,4,26,18,247 
2016,4,26,19,879 
2016,4,26,20,1747 
2016,4,26,21,2659 
2016,4,26,22,3356 
2016,4,26,23,3686 
2016,4,27,0,3676 
2016,4,27,1,3350 
2016,4,27,2,2734 
2016,4,27,3,2008 
2016,4,27,4,1406 
2016,4,27,5,1054 
2016,4,27,6,1004 
2016,4,27,7,1273 
2016,4,27,8,1796 
2016,4,27,9,2412 
2016,4,27,10,2893 
2016,4,27,11,3063 
2016,4,27,12,2912 
2016,4,27,13,2502 
2016,4,27,14,1879 
2016,4,27,15,1178 
2016,4,27,16,599 
2016,4,27,17,285 
2016,4,27,18,314 
2016,4,27,19,683 
2016,4,27,20,1290 
2016,4,27,21,2001 
2016,4,27,22,2680 
2016,4,27,23,3164 
2016,4,28,0,3366 
2016,4,28,1,3310 
2016,4,28,2,3011 
2016,4,28,3,2516 
2016,4,28,4,1983 
2016,4,28,5,1565 
2016,4,28,6,1337 
2016,4,28,7,1343 
2016,4,28,8,1572 
2016,4,28,9,1935 
2016,4,28,10,2320 
2016,4,28,11,2590 
2016,4,28,12,2644 
2016,4,28,13,2489 
2016,4,28,14,2168 
2016,4,28,15,1713 
2016,4,28,16,1215 
2016,4,28,17,814 
2016,4,28,18,624 
2016,4,28,19,711 
2016,4,28,20,1039 
2016,4,28,21,1483 
2016,4,28,22,1974 
2016,4,28,23,2468 
2016,4,29,0,2849 
2016,4,29,1,3036 
2016,4,29,2,3038 
2016,4,29,3,2861 
2016,4,29,4,2533 
2016,4,29,5,2157 
2016,4,29,6,1829 
2016,4,29,7,1614 
2016,4,29,8,1559 
2016,4,29,9,1638 
2016,4,29,10,1795 
2016,4,29,11,1998 
2016,4,29,12,2182 
2016,4,29,13,2267 
2016,4,29,14,2243 
2016,4,29,15,2110 
2016,4,29,16,1848 
2016,4,29,17,1505 
2016,4,29,18,1191 
2016,4,29,19,1014 
2016,4,29,20,1030 
2016,4,29,21,1184 
2016,4,29,22,1407 
2016,4,29,23,1728 
2016,4,30,0,2148 
2016,4,30,1,2541 
2016,4,30,2,2815 
2016,4,30,3,2961 
2016,4,30,4,2945 
2016,4,30,5,2748 
2016,4,30,6,2429 
2016,4,30,7,2068 
2016,4,30,8,1748 
2016,4,30,9,1532 
2016,4,30,10,1421 
2016,4,30,11,1422 
2016,4,30,12,1571 
2016,4,30,13,1823 
2016,4,30,14,2079 
2016,4,30,15,2282 
2016,4,30,16,2361 
2016,4,30,17,2246 
2016,4,30,18,1963 
2016,4,30,19,1620 
2016,4,30,20,1325 
2016,4,30,21,1143 
2016,4,30,22,1067 
2016,4,30,23,1118 
2016,5,1,0,1382 
2016,5,1,1,1844 
2016,5,1,2,2351 
2016,5,1,3,2800 
2016,5,1,4,3129 
2016,5,1,5,3235 
2016,5,1,6,3067 
2016,5,1,7,2677 
2016,5,1,8,2159 
2016,5,1,9,1637 
2016,5,1,10,1223 
2016,5,1,11,969 
2016,5,1,12,936 
2016,5,1,13,1181 
2016,5,1,14,1640 
2016,5,1,15,2168 
2016,5,1,16,2627 
2016,5,1,17,2873 
2016,5,1,18,2810 
2016,5,1,19,2472 
2016,5,1,20,1968 
2016,5,1,21,1432 
2016,5,1,22,995 
2016,5,1,23,736 
2016,5,2,0,729 
2016,5,2,1,1053 
2016,5,2,2,1656 
2016,5,2,3,2369 
2016,5,2,4,3039 
2016,5,2,5,3514 
2016,5,2,6,3637 
2016,5,2,7,3369 
2016,5,2,8,2781 
2016,5,2,9,2003 
2016,5,2,10,1238 
2016,5,2,11,674 
2016,5,2,12,396 
2016,5,2,13,473 
2016,5,2,14,947 
2016,5,2,15,1715 
2016,5,2,16,2554 
2016,5,2,17,3230 
2016,5,2,18,3547 
2016,5,2,19,3423 
2016,5,2,20,2904 
2016,5,2,21,2118 
2016,5,2,22,1283 
2016,5,2,23,636 
2016,5,3,0,305 
2016,5,3,1,351 
2016,5,3,2,825 
2016,5,3,3,1655 
2016,5,3,4,2627 
2016,5,3,5,3491 
2016,5,3,6,4007 
2016,5,3,7,4026 
2016,5,3,8,3546 
2016,5,3,9,2665 
2016,5,3,10,1584 
2016,5,3,11,626 
2016,5,3,12,29 
2016,5,3,13,-144 
2016,5,3,14,152 
2016,5,3,15,943 
2016,5,3,16,2060 
2016,5,3,17,3173 
2016,5,3,18,3968 
2016,5,3,19,4245 
2016,5,3,20,3948 
2016,5,3,21,3140 
2016,5,3,22,2018 
2016,5,3,23,928 
2016,5,4,0,186 
2016,5,4,1,-109 
2016,5,4,2,65 
2016,5,4,3,757 
2016,5,4,4,1866 
2016,5,4,5,3078 
2016,5,4,6,4032 
2016,5,4,7,4467 
2016,5,4,8,4285 
2016,5,4,9,3519 
2016,5,4,10,2306 
2016,5,4,11,973 
2016,5,4,12,-51 
2016,5,4,13,-551 
2016,5,4,14,-533 
2016,5,4,15,42 
2016,5,4,16,1181 
2016,5,4,17,2614 
2016,5,4,18,3900 
2016,5,4,19,4691 
2016,5,4,20,4823 
2016,5,4,21,4266 
2016,5,4,22,3126 
2016,5,4,23,1714 
2016,5,5,0,497 
2016,5,5,1,-222 
2016,5,5,2,-417 
2016,5,5,3,-69 
2016,5,5,4,883 
2016,5,5,5,2253 
2016,5,5,6,3597 
2016,5,5,7,4505 
2016,5,5,8,4766 
2016,5,5,9,4332 
2016,5,5,10,3256 
2016,5,5,11,1760 
2016,5,5,12,314 
2016,5,5,13,-624 
2016,5,5,14,-945 
2016,5,5,15,-706 
2016,5,5,16,163 
2016,5,5,17,1620 
2016,5,5,18,3261 
2016,5,5,19,4576 
2016,5,5,20,5252 
2016,5,5,21,5167 
2016,5,5,22,4321 
2016,5,5,23,2896 
2016,5,6,0,1332 
2016,5,6,1,131 
2016,5,6,2,-492 
2016,5,6,3,-559 
2016,5,6,4,-11 
2016,5,6,5,1185 
2016,5,6,6,2708 
2016,5,6,7,4028 
2016,5,6,8,4780 
2016,5,6,9,4823 
2016,5,6,10,4127 
2016,5,6,11,2788 
2016,5,6,12,1151 
2016,5,6,13,-227 
2016,5,6,14,-976 
2016,5,6,15,-1103 
2016,5,6,16,-648 
2016,5,6,17,489 
2016,5,6,18,2162 
2016,5,6,19,3849 
2016,5,6,20,5054 
2016,5,6,21,5540 
2016,5,6,22,5219 
2016,5,6,23,4132 
2016,5,7,0,2557 
2016,5,7,1,1008 
2016,5,7,2,-73 
2016,5,7,3,-570 
2016,5,7,4,-494 
2016,5,7,5,246 
2016,5,7,6,1589 
2016,5,7,7,3093 
2016,5,7,8,4250 
2016,5,7,9,4791 
2016,5,7,10,4611 
2016,5,7,11,3696 
2016,5,7,12,2221 
2016,5,7,13,636 
2016,5,7,14,-536 
2016,5,7,15,-1070 
2016,5,7,16,-1027 
2016,5,7,17,-380 
2016,5,7,18,946 
2016,5,7,19,2670 
2016,5,7,20,4233 
2016,5,7,21,5236 
2016,5,7,22,5514 
2016,5,7,23,4998 
2016,5,8,0,3785 
2016,5,8,1,2233 
2016,5,8,2,836 
2016,5,8,3,-74 
2016,5,8,4,-434 
2016,5,8,5,-218 
2016,5,8,6,644 
2016,5,8,7,1972 
2016,5,8,8,3296 
2016,5,8,9,4213 
2016,5,8,10,4534 
2016,5,8,11,4166 
2016,5,8,12,3134 
2016,5,8,13,1703 
2016,5,8,14,332 
2016,5,8,15,-583 
2016,5,8,16,-929 
2016,5,8,17,-744 
2016,5,8,18,44 
2016,5,8,19,1419 
2016,5,8,20,3010 
2016,5,8,21,4331 
2016,5,8,22,5108 
2016,5,8,23,5209 
2016,5,9,0,4583 
2016,5,9,1,3393 
2016,5,9,2,2013 
2016,5,9,3,845 
2016,5,9,4,120 
2016,5,9,5,-105 
2016,5,9,6,213 
2016,5,9,7,1071 
2016,5,9,8,2223 
2016,5,9,9,3271 
2016,5,9,10,3934 
2016,5,9,11,4066 
2016,5,9,12,3586 
2016,5,9,13,2585 
2016,5,9,14,1359 
2016,5,9,15,274 
2016,5,9,16,-402 
2016,5,9,17,-596 
2016,5,9,18,-302 
2016,5,9,19,526 
2016,5,9,20,1781 
2016,5,9,21,3105 
2016,5,9,22,4152 
2016,5,9,23,4730 
2016,5,10,0,4714 
2016,5,10,1,4089 
2016,5,10,2,3057 
2016,5,10,3,1936 
2016,5,10,4,1013 
2016,5,10,5,464 
2016,5,10,6,349 
2016,5,10,7,683 
2016,5,10,8,1402 
2016,5,10,9,2277 
2016,5,10,10,3034 
2016,5,10,11,3482 
2016,5,10,12,3491 
2016,5,10,13,3014 
2016,5,10,14,2185 
2016,5,10,15,1243 
2016,5,10,16,432 
2016,5,10,17,-50 
2016,5,10,18,-124 
2016,5,10,19,210 
2016,5,10,20,944 
2016,5,10,21,1952 
2016,5,10,22,2971 
2016,5,10,23,3778 
2016,5,11,0,4212 
2016,5,11,1,4152 
2016,5,11,2,3630 
2016,5,11,3,2838 
2016,5,11,4,1990 
2016,5,11,5,1285 
2016,5,11,6,878 
2016,5,11,7,812 
2016,5,11,8,1059 
2016,5,11,9,1547 
2016,5,11,10,2133 
2016,5,11,11,2652 
2016,5,11,12,2962 
2016,5,11,13,2944 
2016,5,11,14,2587 
2016,5,11,15,2004 
2016,5,11,16,1336 
2016,5,11,17,747 
2016,5,11,18,415 
2016,5,11,19,401 
2016,5,11,20,672 
2016,5,11,21,1206 
2016,5,11,22,1931 
2016,5,11,23,2692 
2016,5,12,0,3326 
2016,5,12,1,3676 
2016,5,12,2,3647 
2016,5,12,3,3298 
2016,5,12,4,2755 
2016,5,12,5,2132 
2016,5,12,6,1586 
2016,5,12,7,1258 
2016,5,12,8,1156 
2016,5,12,9,1239 
2016,5,12,10,1486 
2016,5,12,11,1846 
2016,5,12,12,2224 
2016,5,12,13,2495 
2016,5,12,14,2552 
2016,5,12,15,2382 
2016,5,12,16,2039 
2016,5,12,17,1585 
2016,5,12,18,1155 
2016,5,12,19,906 
2016,5,12,20,860 
2016,5,12,21,978 
2016,5,12,22,1286 
2016,5,12,23,1786 
2016,5,13,0,2375 
2016,5,13,1,2908 
2016,5,13,2,3240 
2016,5,13,3,3302 
2016,5,13,4,3136 
2016,5,13,5,2785 
2016,5,13,6,2302 
2016,5,13,7,1833 
2016,5,13,8,1499 
2016,5,13,9,1289 
2016,5,13,10,1193 
2016,5,13,11,1264 
2016,5,13,12,1511 
2016,5,13,13,1863 
2016,5,13,14,2195 
2016,5,13,15,2390 
2016,5,13,16,2406 
2016,5,13,17,2244 
2016,5,13,18,1927 
2016,5,13,19,1575 
2016,5,13,20,1311 
2016,5,13,21,1144 
2016,5,13,22,1087 
2016,5,13,23,1232 
2016,5,14,0,1605 
2016,5,14,1,2110 
2016,5,14,2,2616 
2016,5,14,3,2990 
2016,5,14,4,3163 
2016,5,14,5,3129 
2016,5,14,6,2872 
2016,5,14,7,2428 
2016,5,14,8,1944 
2016,5,14,9,1530 
2016,5,14,10,1188 
2016,5,14,11,970 
2016,5,14,12,980 
2016,5,14,13,1240 
2016,5,14,14,1671 
2016,5,14,15,2130 
2016,5,14,16,2470 
2016,5,14,17,2622 
2016,5,14,18,2556 
2016,5,14,19,2281 
2016,5,14,20,1899 
2016,5,14,21,1524 
2016,5,14,22,1206 
2016,5,14,23,1033 
2016,5,15,0,1117 
2016,5,15,1,1460 
2016,5,15,2,1967 
2016,5,15,3,2515 
2016,5,15,4,2962 
2016,5,15,5,3207 
2016,5,15,6,3215 
2016,5,15,7,2944 
2016,5,15,8,2438 
2016,5,15,9,1861 
2016,5,15,10,1335 
2016,5,15,11,907 
2016,5,15,12,677 
2016,5,15,13,751 
2016,5,15,14,1133 
2016,5,15,15,1715 
2016,5,15,16,2313 
2016,5,15,17,2755 
2016,5,15,18,2963 
2016,5,15,19,2895 
2016,5,15,20,2546 
2016,5,15,21,2028 
2016,5,15,22,1501 
